challenge_id,correct_answer,possible_answers,image_path
ade3852f-1bf4-4791-9f8e-e6eb77858e30,death,death;double death;triple death,path2.png
d95776ea-122b-49df-93fb-9d8996f9c7db,death,death;double death;triple death,path1.jpeg
2e1ae6cb-923e-4e1a-91ae-5b4af447a1e2,death,death;double death;triple death,path2.png
d62d8dbc-6f09-4848-b37d-2981ae8d4f25,death,death;double death;triple death,path2.png
bdf6ce21-9ce1-4f01-8d66-fd84b5411747,death,death;double death;triple death,path2.png
270a4ecc-650f-4e9f-afcd-46d665f85c14,death,death;double death;triple death,path2.png
5744bdfd-60a6-443f-be32-c9cad316d495,death,death;double death;triple death,path2.png
86f574ed-a344-4c0d-b494-c7916ff884ff,death,death;double death;triple death,path2.png
4cb5bc50-efbd-404e-a29c-8c81901c9336,death,death;double death;triple death,path2.png
2d1ba604-e0d3-473d-b685-c316a2f4ff46,death,death;double death;triple death,path2.png
3f817909-782c-446d-beaf-9b2c220bdc61,death,death;double death;triple death,path1.jpeg
510fe271-83e6-4ef3-90a7-cb45d171a4d8,death,death;double death;triple death,path1.jpeg
139d6de4-fb4d-4901-980f-4b7265e5a873,death,death;double death;triple death,path2.png
e5cfe1de-64cb-4494-8fb1-4ad2e93943e4,death,death;double death;triple death,path2.png
3d3c88f2-5142-4cbb-bb2c-eff513daba3d,death,death;double death;triple death,path1.jpeg
b02084f4-671c-447d-b5ad-e7d99348d894,death,death;double death;triple death,path2.png
864afc65-440f-4087-926d-fac8196cba2e,death,death;double death;triple death,path1.jpeg
26c82572-8631-44b0-bdb4-1f83388c70dc,death,death;double death;triple death,path1.jpeg
3b1a7f17-c839-44ac-96d7-28bc0588d226,death,death;double death;triple death,path2.png
842b65dd-327e-44bc-b9b3-b74d6faf7e0f,death,death;double death;triple death,path1.jpeg
e4577908-5c0d-46c5-afd2-e0e2836281a3,death,death;double death;triple death,path2.png
41a8ee8c-78a3-41c4-a21a-3cbe86cce11f,death,death;double death;triple death,path1.jpeg
f1ec614b-d27b-401b-bb27-42f7e0c39504,death,death;double death;triple death,path2.png
74d9cdcc-c5a6-4458-b214-e6d4efe4ea7c,death,death;double death;triple death,path2.png
e8016e89-5e55-4495-863a-ee113d117633,death,death;double death;triple death,path2.png
172a7b7c-54ac-4c0b-83ef-1f82c69c4f34,death,death;double death;triple death,path2.png
3c97bb9c-ddd4-47fa-87dc-f3f2b0c9e38d,death,death;double death;triple death,path1.jpeg
2733eb70-57f9-4356-899b-be165eb7bd37,death,death;double death;triple death,path2.png
64151c31-6a64-40b5-97ac-4cea0e0ffb4d,death,death;double death;triple death,path1.jpeg
8157cde6-ba21-4231-ab2c-e07a84eff8c2,death,death;double death;triple death,path2.png
a6696f54-d71c-4840-b0d1-16f3f51575b0,death,death;double death;triple death,path1.jpeg
8ed8bf21-1389-4936-b00c-1bd3e9f8a6db,death,death;double death;triple death,path2.png
e16a3431-8ca3-488d-adc4-8f3250b65e02,death,death;double death;triple death,path1.jpeg
67d17949-ab3f-489c-818f-2b4cc669badc,death,death;double death;triple death,path2.png
67c31b82-9ba2-495b-b549-018de6a1f320,death,death;double death;triple death,path2.png
0cd0b048-f3fe-4f8b-8f04-3af512175651,death,death;double death;triple death,path2.png
84cd3c5c-a384-49e2-9a53-e5d61ff3b4ef,death,death;double death;triple death,path2.png
0af2e362-8eac-44df-aab8-f72d52c867ef,death,death;double death;triple death,path1.jpeg
9d4cab7f-ec0f-4b26-bbe0-4f5b8ad016c3,death,death;double death;triple death,path1.jpeg
abc0c9e7-ca77-4916-aa50-5858576bebb9,death,death;double death;triple death,path1.jpeg
9b54d395-fb67-4390-9eca-28f92ed1ac05,death,death;double death;triple death,path2.png
aa2a0f9c-1060-4e45-9de0-f60689a989a5,death,death;double death;triple death,path1.jpeg
52a88382-d697-4c98-8abc-280ea3fc0de3,death,death;double death;triple death,path2.png
f552d455-5021-4d04-b31f-e32ed59439de,death,death;double death;triple death,path2.png
eda668e7-2f2d-49a0-99b4-496afe6de8c5,death,death;double death;triple death,path1.jpeg
c5b1c23f-d519-451e-af0f-47f9326750ca,death,death;double death;triple death,path1.jpeg
a5a88aeb-afd8-40a1-b347-31aded1b3321,death,death;double death;triple death,path2.png
cd16dfcf-b5e2-483d-a82c-17484a516884,death,death;double death;triple death,path1.jpeg
a23275a6-a5fd-45fb-9c86-9973bdab2a1e,death,death;double death;triple death,path1.jpeg
dba6e231-92d0-4290-8680-8dbee8f32c5d,death,death;double death;triple death,path2.png
3e6d8771-4079-4b61-9cf3-7a38fd73b6f9,death,death;double death;triple death,path1.jpeg
e0f766b2-9ff5-4cca-b11f-c6be386fa040,death,death;double death;triple death,path1.jpeg
d034168f-e152-4fbd-a607-ecee207562ec,death,death;double death;triple death,path2.png
6bca3b3c-cc86-4325-a309-593c5366746b,death,death;double death;triple death,path2.png
62c7d103-2099-49cc-b4f0-9a2e83d4c913,death,death;double death;triple death,path1.jpeg
24b76436-3620-4bfa-b52a-38ed804fc170,death,death;double death;triple death,path1.jpeg
2b92dc29-4bdf-4304-906a-5c64e2173fbf,death,death;double death;triple death,path2.png
9660f7bc-115b-4f98-9900-5bfddb9cba30,death,death;double death;triple death,path2.png
d3f9900f-6b33-45ce-9138-5a84e8c53b78,death,death;double death;triple death,path1.jpeg
63cbdc54-7159-44fd-b0b5-40c5f6b74991,death,death;double death;triple death,path1.jpeg
83652832-fcf8-47d6-a085-1ca3ef7a6b27,death,death;double death;triple death,path2.png
10901a27-9eed-416d-884e-7015bdbf3bb6,death,death;double death;triple death,path2.png
18942834-0864-4daf-b992-898971bf5aa3,death,death;double death;triple death,path1.jpeg
3c0e8b3b-84af-4242-8a82-481def0f17db,death,death;double death;triple death,path1.jpeg
2edca4f8-f711-4dad-a46b-4b077e1a17cf,death,death;double death;triple death,path1.jpeg
fba2e9bf-eaf0-43df-8f45-345bd436d745,death,death;double death;triple death,path2.png
a9250251-48e9-4050-aea3-1eadaf6489ff,death,death;double death;triple death,path2.png
06688f66-b994-459a-8cd3-e7312fa1935f,death,death;double death;triple death,path2.png
e13cacc3-986c-47a0-b31d-c236e4e6fae3,death,death;double death;triple death,path2.png
02aa7ebf-7fd5-4263-a0c4-c7f4e0fcc112,death,death;double death;triple death,path1.jpeg
95009263-2603-4587-a251-0669e0d5f67e,death,death;double death;triple death,path1.jpeg
41bb61ca-580a-4e84-a21f-741460626d88,death,death;double death;triple death,path2.png
cbfd0d39-c44a-4cfc-83f4-86f5770e636e,death,death;double death;triple death,path1.jpeg
35cde2b9-56ff-4140-9ed6-f873dd4a7c9d,death,death;double death;triple death,path1.jpeg
43a7a8df-b873-49e2-ab42-532fda1ea4b7,death,death;double death;triple death,path2.png
7d353529-cf3f-4c15-9ef7-c8dc678b5278,death,death;double death;triple death,path2.png
6ce336d3-e1aa-4ef6-b194-df76570343f9,death,death;double death;triple death,path1.jpeg
69bb4a4b-a69d-404a-865c-48952de4027f,death,death;double death;triple death,path2.png
a50f70e0-f006-4325-b239-8ccc1cf2bff0,death,death;double death;triple death,path2.png
f2daff64-8c8a-4446-8df4-9083480bcfaa,death,death;double death;triple death,path1.jpeg
9796ca63-114d-479c-bad1-2a221cb0ea4e,death,death;double death;triple death,path1.jpeg
3f107bed-5585-4cec-88ce-eb5276ef097b,death,death;double death;triple death,path1.jpeg
bb3c8c15-a4d8-4cb8-91bb-1bd8016625eb,death,death;double death;triple death,path2.png
d3cb3964-1b0e-426a-9633-d8f6b55841dd,death,death;double death;triple death,path1.jpeg
36dbcfe4-9ff1-4eeb-a61c-9784ed27b942,death,death;double death;triple death,path2.png
a3b8893a-24a1-4df9-a729-c05f141d488d,death,death;double death;triple death,path2.png
b60adaec-521d-455e-8ad6-54b6517cfb75,death,death;double death;triple death,path1.jpeg
eda599c8-1dbe-4547-8baa-fbbc54539015,death,death;double death;triple death,path2.png
dfdc35e8-6a7a-49be-8620-8a3650f9e8a2,death,death;double death;triple death,path1.jpeg
88962d90-d9b3-458f-8dc1-f0e703ab239a,death,death;double death;triple death,path1.jpeg
f72fc159-5972-4538-8985-c5303f57ec30,death,death;double death;triple death,path1.jpeg
30c604b0-78f1-4603-9e5e-48a88ef709ed,death,death;double death;triple death,path1.jpeg
80982066-72f5-4945-854b-fbd4632d490a,death,death;double death;triple death,path1.jpeg
c7addde7-cfb4-48ca-ade2-9e2638338376,death,death;double death;triple death,path1.jpeg
c9d824be-887f-4be8-a7dd-aaf9f9f5d197,death,death;double death;triple death,path2.png
5c6bd99c-4fb4-4f33-ae46-120cf403fc63,death,death;double death;triple death,path1.jpeg
88f3a2d0-d7bd-489d-872d-97ae3cef2a3e,death,death;double death;triple death,path2.png
d7daa7c6-f84f-4bd5-a3f7-eafa387462cc,death,death;double death;triple death,path1.jpeg
6d288ccf-28b2-432e-b9d2-f85fb42f0341,death,death;double death;triple death,path2.png
5fc89080-3559-4045-8e67-7973fdf1f53e,death,death;double death;triple death,path2.png
5baccad4-064b-4813-ba2f-27ab32c80db4,death,death;double death;triple death,path2.png
200d12c6-5d62-47a6-84e8-56b797d45fda,death,death;double death;triple death,path1.jpeg
2bc559b7-bf9e-43c8-bc91-29ffa5f32466,death,death;double death;triple death,path1.jpeg
a4257a9f-21a9-4627-94b1-f4820afaa68b,death,death;double death;triple death,path1.jpeg
7b9484e2-5b56-4581-a30d-0598ab935fc7,death,death;double death;triple death,path2.png
f78a240b-afb9-4407-a5cf-8412b514e78b,death,death;double death;triple death,path1.jpeg
f560083b-f24e-4691-abdf-a7d11c1cb3c0,death,death;double death;triple death,path2.png
b34e4d92-f289-422a-b7cd-94aa6006f021,death,death;double death;triple death,path1.jpeg
c3479d8d-a748-4cef-9ce0-39b872689463,death,death;double death;triple death,path1.jpeg
8a5e0363-c95a-4053-a0af-925d7d8fa66b,death,death;double death;triple death,path1.jpeg
c1a02dfe-ea21-48d0-8437-78aa1b98b4bc,death,death;double death;triple death,path1.jpeg
55cce53f-0873-4739-ba4d-6156a5d8f318,death,death;double death;triple death,path2.png
90bd3a94-c574-4cbf-99eb-9980078c9e01,death,death;double death;triple death,path2.png
c300e186-fbfd-4c4a-ab76-ba27492562c6,death,death;double death;triple death,path2.png
ff50c003-4978-4e35-8fb2-d9b32c698ed0,death,death;double death;triple death,path1.jpeg
fea10613-15f5-4b0f-8559-0471862cce2f,death,death;double death;triple death,path1.jpeg
73735488-da94-4b7e-8a1a-921d6637354d,death,death;double death;triple death,path1.jpeg
37c0f585-2563-405e-9d5c-43aee8b9ec62,death,death;double death;triple death,path2.png
4590117d-a439-4fdf-8a7c-e624bc14df0a,death,death;double death;triple death,path2.png
6ffb6e78-f7f2-4321-a117-460b140f9686,death,death;double death;triple death,path1.jpeg
7c854e21-3a43-4819-8a6c-1fbee38755ef,death,death;double death;triple death,path2.png
683dfa42-c67f-4ed9-b08e-3240f3e4b9c3,death,death;double death;triple death,path2.png
09f16e4e-f9fa-4698-b172-3be5c481c1c3,death,death;double death;triple death,path2.png
b6e9afdd-c786-44af-bec2-6820ef1be7f8,death,death;double death;triple death,path1.jpeg
d376e224-566d-4316-952b-a7dc43c781c7,death,death;double death;triple death,path2.png
a79b8c8a-da74-4dc1-97f1-e018b5f683af,death,death;double death;triple death,path1.jpeg
3e2bfeff-5926-4b10-b5f6-7fec77bec5f1,death,death;double death;triple death,path2.png
f833f3b6-58f0-4b6d-a1b0-c74aba885520,death,death;double death;triple death,path1.jpeg
a7ad78fc-af48-40b1-a8fd-a41638d985f7,death,death;double death;triple death,path2.png
ab71b1cc-4b6b-48de-87f3-3becb5ca8978,death,death;double death;triple death,path2.png
d185aba7-e979-4c89-a4d9-c5f3bc36d8fd,death,death;double death;triple death,path2.png
66526430-7aba-4495-a7b0-656c7ad4ef9d,death,death;double death;triple death,path1.jpeg
c0bb5749-5878-4cb2-b474-02a4f0d575e6,death,death;double death;triple death,path2.png
c6914c68-cd4a-4868-8630-206f8bff6997,death,death;double death;triple death,path1.jpeg
66fcb4e0-09ad-4d26-944e-fa0a139275f9,death,death;double death;triple death,path1.jpeg
ef20f469-94f3-4f9d-9676-82e47a0ef777,death,death;double death;triple death,path1.jpeg
c0087120-cd2e-4042-b15c-bd5626e63590,death,death;double death;triple death,path2.png
55a1547e-ac30-4bcb-aebc-8865e0f4ee3c,death,death;double death;triple death,path1.jpeg
d27634e4-d74a-4e3c-b50c-d0c51e57c8c0,death,death;double death;triple death,path2.png
a3c7877a-d037-4502-8639-6b760bdaca1d,death,death;double death;triple death,path1.jpeg
1b5f662a-2baf-4b1b-9f14-13d8ad21ebf7,death,death;double death;triple death,path1.jpeg
23807123-d08b-4467-8bc8-b528a47aeba1,death,death;double death;triple death,path1.jpeg
b506f01b-a181-4072-8b3d-528a78d5f460,death,death;double death;triple death,path2.png
8f9cdba6-c8c6-4baf-ba83-b2ba4488840f,death,death;double death;triple death,path2.png
4fe32d9e-b8e7-4d2a-801c-19d8fc014c18,death,death;double death;triple death,path1.jpeg
cba7515b-140a-4b86-af10-cab09276fc39,death,death;double death;triple death,path2.png
2e8f4a28-7e49-4850-abc8-6e7a371715e9,death,death;double death;triple death,path2.png
7e531e7f-13b8-41a8-8f7a-8e6dfdb238f2,death,death;double death;triple death,path1.jpeg
3151b060-0236-4bf1-8bd3-8c37d27152f0,death,death;double death;triple death,path2.png
08feb6d4-d22d-4cb4-8004-7a491367444a,death,death;double death;triple death,path1.jpeg
162304e7-5935-483a-988a-d3de54dd0152,death,death;double death;triple death,path1.jpeg
87f23ce0-db26-4d9f-aa25-597b8bad98e2,death,death;double death;triple death,path1.jpeg
cc9b72fd-e439-4459-bddc-1af26120716b,death,death;double death;triple death,path1.jpeg
96161898-7ef4-4eb0-a789-ff6f29562165,death,death;double death;triple death,path2.png
9c6d1293-64fd-446a-ac7d-c2a9768316bc,death,death;double death;triple death,path1.jpeg
c3479af9-7856-42b6-b141-30604086a3c9,death,death;double death;triple death,path1.jpeg
a2a3f3a0-0c6e-4ba6-a7a4-ac4369bdd42e,death,death;double death;triple death,path1.jpeg
d378b3fd-a215-46bb-bd40-d53db1a624c9,death,death;double death;triple death,path1.jpeg
0afde9f4-914c-460d-a3d9-f0230bfc024a,death,death;double death;triple death,path2.png
0c24d917-e94d-48f0-8e84-4741cd825e05,death,death;double death;triple death,path2.png
6bb60d25-124d-4792-b16c-f2524a29fa27,death,death;double death;triple death,path2.png
fd013029-0425-41aa-a894-854870de7401,death,death;double death;triple death,path2.png
18fc1e9c-aa9a-4ed8-a0ed-b85c5b79c5d5,death,death;double death;triple death,path1.jpeg
3d82e224-54e1-4b90-91cc-85bdeef5f0a0,death,death;double death;triple death,path2.png
402106dd-4f62-40ce-a723-804b766eafaf,death,death;double death;triple death,path2.png
836e1860-a1de-4432-a644-48110568575f,death,death;double death;triple death,path2.png
2e52dbb3-ae17-41a2-92b6-a54ed80d97d7,death,death;double death;triple death,path2.png
76f6ddfb-667c-4088-88f3-d2c9e4faf336,death,death;double death;triple death,path1.jpeg
29a34e50-b433-4bb2-bec0-e1b71245a270,death,death;double death;triple death,path2.png
1f925313-757b-4573-a0da-13f3da11321c,death,death;double death;triple death,path2.png
6ad17455-1e9f-46d1-bb73-7d0ff3cdbbfd,death,death;double death;triple death,path2.png
60c14fe6-b5db-4024-9881-62c3d13f2fb2,death,death;double death;triple death,path1.jpeg
34659884-6463-4e73-b014-32f83e9a83fe,death,death;double death;triple death,path1.jpeg
12a64273-b693-442c-8ad3-d9988b1ad395,death,death;double death;triple death,path2.png
b4b2b375-9f1d-4b20-b435-831ebb7ada06,death,death;double death;triple death,path1.jpeg
63942b5a-057b-44c6-95d4-df3e0d40c8a4,death,death;double death;triple death,path2.png
733cab56-57fe-4326-b4c0-91eb89489b3c,death,death;double death;triple death,path1.jpeg
4e70bcab-261d-4e86-8e3d-945c22a75792,death,death;double death;triple death,path1.jpeg
e6eb32dc-308d-45d0-8629-81bc4d141c5f,death,death;double death;triple death,path1.jpeg
d333951f-18ef-4b6a-9223-050756835dba,death,death;double death;triple death,path2.png
459b9c97-6800-4f65-bdc0-923960607da4,death,death;double death;triple death,path2.png
c93f7c41-08c4-4c1b-9221-1eaf328f53cf,death,death;double death;triple death,path2.png
7928ff0d-2989-4977-a548-1d70bdb95e80,death,death;double death;triple death,path2.png
915d1b89-33d2-4a3a-a49f-2c961900201e,death,death;double death;triple death,path2.png
d014214b-ef49-420a-ba75-6781f378b8d8,death,death;double death;triple death,path1.jpeg
e408a052-e075-4a1e-a404-5f988c800aa3,death,death;double death;triple death,path2.png
f6fcd59e-7f38-41fe-ba6b-5805b39b6c34,death,death;double death;triple death,path1.jpeg
39472e9e-7cf3-4ba7-b329-464c8314ab9f,death,death;double death;triple death,path2.png
57f0a847-4973-4b69-acc8-4800f8a2ad0a,death,death;double death;triple death,path2.png
72db1975-76e9-429d-bc3a-58caafac6166,death,death;double death;triple death,path2.png
6d858435-65f6-412b-99de-35e053287ef3,death,death;double death;triple death,path1.jpeg
66e0e6f0-e8d2-4306-a639-546beb39404a,death,death;double death;triple death,path1.jpeg
766cad51-1006-4914-b9f3-a35d9132800e,death,death;double death;triple death,path1.jpeg
741d301e-f756-4dca-be48-29d13966f219,death,death;double death;triple death,path2.png
7ac4eb6f-ba72-413a-b216-55a460622b55,death,death;double death;triple death,path1.jpeg
3c00889c-668e-4d21-afa5-b4bbba1076ae,death,death;double death;triple death,path1.jpeg
f861dea6-23e2-426a-90a5-2ac62a10515d,death,death;double death;triple death,path2.png
fa9ea329-3f47-47a0-9f6b-0c7d0d24c593,death,death;double death;triple death,path1.jpeg
a3e3100b-11a0-41b8-b9ec-8905e5199a0b,death,death;double death;triple death,path2.png
e188ed69-d3ea-4fa0-9018-81438f50fb2d,death,death;double death;triple death,path1.jpeg
a6613f0b-2c23-4f2c-8502-31461a3b16da,death,death;double death;triple death,path2.png
aa7d5e73-ab96-4b8b-908a-b7934e4de352,death,death;double death;triple death,path2.png
f7b4439c-342e-4aca-8a6d-783bf5acc5e7,death,death;double death;triple death,path1.jpeg
dae4112a-ef1b-4056-a5dd-a43f7f29c464,death,death;double death;triple death,path1.jpeg
11d8e59f-64da-4658-a42b-3ed2d68054ce,death,death;double death;triple death,path1.jpeg
f2039f09-3fda-492d-aa0e-ebb547724920,death,death;double death;triple death,path2.png
03ca7fb8-656f-401f-9f3a-0893fc8704dc,death,death;double death;triple death,path1.jpeg
c3ffa091-ef63-460b-9c87-3a384a69a499,death,death;double death;triple death,path1.jpeg
a8175d3e-1836-4e1e-ad05-c2d9b00023e1,death,death;double death;triple death,path1.jpeg
53ed2994-246d-4d4c-8940-9cd69d98df6e,death,death;double death;triple death,path2.png
277e88b0-9850-4494-82d5-4a9f4b31d37b,death,death;double death;triple death,path1.jpeg
fdb531a7-8d95-4f34-8603-2c3e0f34640a,death,death;double death;triple death,path1.jpeg
0b6b2f17-2de2-4986-b4a2-b8da606fb288,death,death;double death;triple death,path2.png
0a3993ad-46ac-4931-bb3a-a85806616d90,death,death;double death;triple death,path1.jpeg
c60564ce-ed59-4eb6-8fba-9ef061c70019,death,death;double death;triple death,path1.jpeg
7d19bd78-9631-4ce7-93d7-ca57b01626c9,death,death;double death;triple death,path1.jpeg
06ff0f12-856b-4514-ab4f-d7b89c7ccd48,death,death;double death;triple death,path1.jpeg
fe9ea75a-6a6a-412b-8eb7-c95c9bd866d0,death,death;double death;triple death,path2.png
c648656a-4050-4b9c-8710-002b0949309d,death,death;double death;triple death,path1.jpeg
9a5e46c4-d8a0-40e5-ad53-2f978b8f942a,death,death;double death;triple death,path2.png
e2c38806-f3c4-4dd5-802e-01639e557772,death,death;double death;triple death,path1.jpeg
8c479b0b-014c-47c6-bca4-161956ec0bb6,death,death;double death;triple death,path2.png
79ad2505-c61c-476d-bff5-643280364483,death,death;double death;triple death,path1.jpeg
c61a40b0-9712-4de4-b615-5e7454c7f6c3,death,death;double death;triple death,path1.jpeg
bf5739f3-a7db-475f-8429-783b31541b84,death,death;double death;triple death,path1.jpeg
f0044337-d85e-4e26-96fb-ea173ca44ad6,death,death;double death;triple death,path1.jpeg
4501987f-92b9-4112-ac5f-0607fd2fef85,death,death;double death;triple death,path2.png
4f67bd84-9cc3-4969-bcea-a8d4e515be5e,death,death;double death;triple death,path2.png
85072dc0-ae02-4c78-869d-7c82bfef9e55,death,death;double death;triple death,path2.png
49d259f8-261f-4354-87a7-1679ed3db7be,death,death;double death;triple death,path2.png
6e0b9146-031b-42a0-9fa3-f1b13710827e,death,death;double death;triple death,path2.png
1452d300-d16c-4901-8579-22b00ca9d443,death,death;double death;triple death,path2.png
af3ea72b-c5d2-4b21-b706-5b8d22de496c,death,death;double death;triple death,path2.png
8deeac0d-c9d7-4a8a-ba88-e85f572ebb5a,death,death;double death;triple death,path1.jpeg
b84612be-4634-4566-b8e5-6621cbee5992,death,death;double death;triple death,path1.jpeg
bb80f90f-415e-4972-bd61-79d4791f743b,death,death;double death;triple death,path2.png
48650e81-8e24-4a6f-a798-cf36b9e5e98e,death,death;double death;triple death,path1.jpeg
3c3097bc-2450-4691-8ed8-712ba514ff53,death,death;double death;triple death,path2.png
8b1c8849-95ef-4b4f-a42a-0f7e6d8ac430,death,death;double death;triple death,path2.png
20518034-00f7-4e88-b052-a5be9b3ca563,death,death;double death;triple death,path1.jpeg
6ff09883-cefd-425e-a306-ae1cb1982807,death,death;double death;triple death,path1.jpeg
0788cfde-9c9d-47af-84d3-32d89a2efa01,death,death;double death;triple death,path1.jpeg
2f18ad47-8528-4113-ba82-7c7ec88a8c17,death,death;double death;triple death,path1.jpeg
dbdb0b74-ab6c-4bfe-b9eb-8f28d2ff23c3,death,death;double death;triple death,path2.png
4e07a959-5459-42b7-a59a-2c5b287fc3dd,death,death;double death;triple death,path2.png
26d2825e-8d23-428c-b6dd-302254ef3b84,death,death;double death;triple death,path1.jpeg
2c9a58ee-15d6-49c1-b9ba-a485986daf60,death,death;double death;triple death,path2.png
9d7ae5be-1c92-46ba-90fb-3f04efc3e308,death,death;double death;triple death,path1.jpeg
d799166a-0806-4963-a112-1b2d0eaee227,death,death;double death;triple death,path1.jpeg
